,gender,age,cust_id,became_member_on,income,days_as_member
3798,M,55,a4ab755ad5d748ba8bb1bf32b6096e83,2017-09-30,32000.0,1153
3799,F,70,97296640114045da9189590d8b65ba1b,2018-04-27,84000.0,944
3800,M,62,77cc94689f2f4312b79321f415da78f4,2017-08-16,55000.0,1198
3802,F,58,ff7cb44e72db4112b270560686f97a23,2015-11-02,39000.0,1851
3803,M,62,c7448f5fe0ff4a55b08abd3acc9ada61,2017-08-04,52000.0,1210
3804,F,84,693fe2f8e247468ca3a4b581fa66f499,2017-08-10,100000.0,1204
3805,F,38,28f9666945804ab0bfc63f3ec6ae9af1,2018-04-11,44000.0,960
3806,M,60,e4d95c80a1914492aff749a61bee8380,2018-06-15,85000.0,895
3807,M,54,2b05fa3fb6d042d6abbc803653e7399c,2017-10-20,60000.0,1133
3808,F,59,64ae595aca2445fba9831b04823af134,2016-08-12,103000.0,1567
3809,M,83,62811a87189d467b81a809a886742e85,2017-11-23,103000.0,1099
3810,M,64,8ca462f1192b4aa29ac99768d5eefbfa,2017-05-03,54000.0,1303
3812,F,47,6e89f03e9bb94a0697104ded595c721e,2015-11-01,41000.0,1852
3813,M,50,b4298bee37414eb7b30feeea90f8247b,2018-01-21,46000.0,1040
3814,M,48,4dbbeeaf72d641529940af9b1be1bca9,2017-11-17,64000.0,1105
3815,F,26,2593fc0f13c24edc8455c68de6b38eab,2017-06-08,41000.0,1267
3817,F,83,361aa97b97f147fdaef592a61081b3fa,2017-10-19,41000.0,1134
3818,F,90,60f30fc1cd8b468b91ad5a0531f971c7,2017-12-03,89000.0,1089
3819,F,60,79501c86985d4ea08eded43b1cbc3a8c,2017-08-11,97000.0,1203
3820,F,51,f31e27cdcdac4b0a9a384c0567a7ae43,2017-01-13,85000.0,1413
3821,M,40,cdbc4f8a3ff24e5eb0dad07f9a32d11f,2017-10-21,50000.0,1132
3822,M,40,667e1e1a4c8849d5879bc1d830e5a6b3,2017-11-29,70000.0,1093
3823,F,62,5cccab62e4f3456f9824f1930e1da5dc,2016-04-06,101000.0,1695
3824,M,37,0eb1e015491241889fd6bfdf0794f052,2017-11-05,64000.0,1117
3825,F,53,9c20b8e0ba9d4ae3bfe6d259a85d1d12,2017-01-29,91000.0,1397
3826,F,50,6d5d091c50874123930d2031dec502e9,2018-03-13,55000.0,989
3827,F,39,d9728f92749f47618c867c33bd748940,2018-05-19,74000.0,922
3829,M,36,d2f79806cdbc4b68aea25148dcd8d551,2017-09-14,36000.0,1169
3830,M,61,8f97634e6de846dcad837f2080273ee5,2017-11-12,54000.0,1110
3831,F,56,9f6c8e642beb43fb91fa4193f6d8b3fc,2016-10-16,72000.0,1502
3832,F,61,d335181e52ea468891d3bf4aec67d10c,2017-08-28,115000.0,1186
3833,M,22,a25edbd49eee4c5cbdaf2930cefb4634,2016-04-28,35000.0,1673
3834,M,62,233c4cb4bd5b48e1bf461e4e7774d5c7,2015-05-24,74000.0,2013
3837,M,70,71de1f697e3142b685847eabb040440e,2017-04-30,84000.0,1306
3838,M,83,a91155f8df7740389524af9b94b66a9a,2018-07-25,96000.0,855
3839,F,94,a104f5f8f470487693d626d36317dcf7,2016-09-29,31000.0,1519
3840,M,46,7dc394b25e2c43c4bd9f00f45fa5cead,2017-09-06,50000.0,1177
3841,F,69,a1f4f26d619b4d3da9cd3ec6071e0c20,2016-01-08,48000.0,1784
3842,M,59,5ab73cc199824b2ea9d232c21c0a10e8,2017-08-04,43000.0,1210
3843,M,81,1a8e25a2abe04bc4aa13f91b45c369db,2016-08-25,120000.0,1554
3844,F,51,87ab31c624964083bb6a4e3a64fd7c55,2018-02-06,43000.0,1024
3845,F,48,559621f9efde479a9f88f62207c852b8,2017-11-13,54000.0,1109
3846,M,60,5725b27c56ce42bb86569bd965ab35eb,2017-01-28,92000.0,1398
3847,M,40,889bc16ffb064e889da9f5813dd34357,2016-08-29,65000.0,1550
3848,F,24,3044e3dd3805485e9d39bcda615c6be5,2017-01-22,61000.0,1404
3849,M,43,e4d1de549dc141eeb3db5ded481a6d67,2017-06-03,87000.0,1272
3850,M,60,916d513074dc4cbead2c1fb4070a06e4,2017-10-14,83000.0,1139
3851,F,22,00c91f31f5f74e769fa7a359b63e1a9f,2016-11-15,49000.0,1472
3852,M,24,5f770fb2f5524860a0a3ff77a7d88c59,2018-02-12,53000.0,1018
3854,F,94,ffb62bee02c14583b9763f8613bcace7,2014-08-23,75000.0,2287
3855,F,26,7f8ca265c7b54f1592b8720a3d7a7c9e,2017-04-30,57000.0,1306
3856,M,26,a1cafa52856b47d6b5a51b172f9509dc,2018-07-03,62000.0,877
3857,M,52,7b0fe46288a44fb98514bbcd83db3c6c,2017-11-21,56000.0,1101
3858,M,73,72c2e3e12e4e42ccabcff144c2a30a84,2013-11-12,41000.0,2571
3859,M,48,bc9967a6750e496ab469784ce225ade2,2016-01-04,72000.0,1788
3860,F,65,ce41b96c7ef1426b929b4f6c494cd5bd,2014-03-08,39000.0,2455
3861,F,38,4adca6b0329140879c17601716a03e33,2016-03-29,85000.0,1703
3863,M,49,e907946cc01e4e11b814b1ab946755a0,2016-05-14,50000.0,1657
3864,M,54,1c915596914b4931b6dd2386601ae325,2018-04-29,35000.0,942
3865,M,54,7af65c35e04d48378b73e9134e1bdfba,2017-04-08,57000.0,1328
3866,M,58,f2ecbad774a14496b16393f8dba1528a,2014-07-16,40000.0,2325
3867,M,51,f062a057cfcc49c39563e045d4e1c0ec,2018-04-17,65000.0,954
3868,M,49,08243bf7c8df469591c0b9d29074463d,2017-02-18,39000.0,1377
3869,F,55,9b62e142191d426bb5a47773311d4101,2016-07-28,86000.0,1582
3870,M,57,1a44317508de4e529c5f5e65b583a971,2017-03-20,31000.0,1347
3871,M,61,b1a6c6b97e114a75adbd008e9222397e,2017-03-31,52000.0,1336
3872,F,67,0a080bbcdf104247b383fa8fe4e99385,2017-09-11,43000.0,1172
3873,F,35,b743f13d0b9f4ae0b529bb65615f7e52,2016-04-30,34000.0,1671
3875,M,33,2fc9777afb5a4dae94037543a9dfc4d2,2016-07-09,32000.0,1601
3876,F,53,df1d11f19ad04e5995ee7c28e642932f,2018-06-05,110000.0,905
3877,F,61,6e4c670bbce3479a90f5bf214496cd64,2015-11-28,87000.0,1825
3878,M,59,44e7bf6460ce490bb012e70ce4d772c4,2015-02-20,59000.0,2106
3879,F,51,5159b0aa366e4b9b9e55c737839bea23,2016-01-04,114000.0,1788
3881,M,63,e28c08db1c7148e3b980903f1eda597c,2016-04-08,38000.0,1693
3882,M,86,4f4777c7c22648f58098e89a34426e07,2017-09-21,80000.0,1162
3884,M,49,85eeecda70f54cc2aace0bbdb1771293,2017-06-18,56000.0,1257
3885,F,71,36d0673ea98c4cafac89e8813c3324f1,2018-03-19,96000.0,983
3886,M,62,2bc8d01ed07943b9ad06b426dcf73a71,2018-01-29,80000.0,1032
3887,M,78,505672e0c12e4f77a4461641b004bd5d,2017-12-09,33000.0,1083
3889,F,54,051b92f5a9f94328a8721e86905c1d3d,2017-02-26,108000.0,1369
3890,M,68,9c400c1288894ae1b93997ad5393baba,2017-08-26,37000.0,1188
3891,F,88,4903da2095b74faaab207861c91128c4,2017-07-12,89000.0,1233
3894,M,33,120b9858bd7b4a3cb47a35e23333346e,2018-07-22,72000.0,858
3895,M,42,fd3e1ba4df4b4db0af9cf727eb1651ac,2015-12-24,36000.0,1799
3896,M,28,d99b06a124ad4b829d41ee6a5d74c0a3,2017-11-23,70000.0,1099
3897,F,51,96439f0f52704d599a1aac934118726a,2016-10-30,50000.0,1488
3898,M,41,82eafcbf423a47c49d111695f03d31b5,2017-11-29,97000.0,1093
3899,F,37,2b484f47c647418898a58835c3b8e207,2017-10-13,58000.0,1140
3900,M,61,6f6d0c5ddfdb431d962677551aa87cce,2014-11-04,55000.0,2214
3901,M,46,0a225a4c15904951b5b31d949a0d968a,2016-05-22,53000.0,1649
3902,M,18,13e0d788744c413e99fe60f4f571233b,2016-06-03,36000.0,1637
3903,M,20,7048354f736544c99137de27a7cd0450,2017-12-16,43000.0,1076
3905,F,86,68f47ee760824c4295daa45e0f5a29cb,2018-01-09,100000.0,1052
3906,F,53,ca9555b11b7c4ca7ae27dda509570ef3,2016-03-21,83000.0,1711
3907,F,69,33b3748d50284c35a2060f56bcc62307,2017-05-30,75000.0,1276
3908,M,28,cc884499447d4181b59c89efb6e71d84,2015-02-18,50000.0,2108
3909,M,67,6406abad8e2c4b8584e4f68003de148d,2016-02-28,79000.0,1733
3910,F,41,97b82b1dc51c49128eac3df380b69fcf,2017-08-25,50000.0,1189
3911,F,78,b4e842928968481f988f869561cc0257,2017-04-21,99000.0,1315
3912,M,47,2f91bf9a9b3f4ec79d586373327ee0b7,2018-02-06,39000.0,1024
3913,M,32,343a60997ee54bd58cc3601ddcb053ea,2017-09-20,73000.0,1163
3914,M,68,df31a3f6f0804441aba8c5abc392f753,2017-06-20,33000.0,1255
3915,O,52,a8bd3006b5c941d6b21e8260771138cc,2017-03-07,60000.0,1360
3916,F,62,ff7fdf82996949ec82d158a02a1d9cca,2016-12-03,57000.0,1454
3917,M,38,b14675e3d5c34b508ff6e6686d665794,2015-10-19,38000.0,1865
3918,F,74,c28c6b608e6f4efcac632a67d04b43c4,2016-06-27,86000.0,1613
3919,M,25,2e2c0c6ab3974732b31ff74869932e84,2015-12-05,60000.0,1818
3920,M,22,39d1604b571b46a0ab365531ff42f799,2017-10-30,49000.0,1123
3921,M,24,7c32f0e77e6d4b1d894030cb2de2c304,2018-06-08,35000.0,902
3922,M,52,346f86f3e8fd439a83e741e67e3fb74d,2017-04-08,97000.0,1328
3924,F,54,7529b345609843b18d2cdd10ab4c0a8e,2018-05-27,36000.0,914
3925,M,62,4aa1f99e130341f28045d29207c3b2ac,2015-08-14,54000.0,1931
3926,M,65,9df0134f61724188b93ad623f9f32289,2018-03-30,55000.0,972
3927,M,48,f8f76e7cdf4c42e2a8c08c225ee7e038,2017-10-25,37000.0,1128
3928,F,64,e94d0928587e4a198fc325c78a2899d2,2017-12-28,93000.0,1064
3929,M,33,af04f04b84fb427b99dac5087034dab8,2018-01-28,73000.0,1033
3930,M,25,5529078d0e9a4fbb8a4c1f5f17018cc9,2016-02-20,48000.0,1741
3931,F,56,5c2a03a9d03145cc9bf953faa2c51fc1,2016-12-26,118000.0,1431
3933,M,66,b4460153df8b404a969d64dd6f2204f1,2018-02-08,65000.0,1022
3934,M,31,30230e56beb04882aacc6b233a84698a,2015-12-18,44000.0,1805
3935,F,53,6d2dd677fd624c6aadfa5be303242c6e,2018-06-08,108000.0,902
3936,M,47,efff6930f36344bd83633a006a5a497f,2015-11-20,85000.0,1833
3937,M,67,95f5953809514c02b1b42b623b2f1fd9,2013-09-24,74000.0,2620
3938,M,75,447600a6896d47e1bc24b473006ccebc,2017-05-31,112000.0,1275
3939,F,50,c5809b646a4b48ec82424067ce2e639e,2018-01-07,91000.0,1054
3942,M,89,1661d8802f16412b9bade2f1aea0e64e,2015-10-05,84000.0,1879
3943,M,57,bf95390fdcf84916b22cf441d1bf4e46,2016-01-03,104000.0,1789
3944,M,44,a55443a41bb4494eadec2451cdcffa55,2016-10-21,96000.0,1497
3945,M,38,96f00d6a432547f8b906ed5d64758b67,2016-04-07,51000.0,1694
3946,F,85,9f8dfe338ab347e88b50cbf615d799f4,2017-09-29,74000.0,1154
3948,M,66,1502fe1c8f9c4973bc0631d34f5147bf,2016-11-20,103000.0,1467
3949,M,34,338cc645ee5e42a5b61b78ab018f0445,2016-10-24,64000.0,1494
3950,M,64,89df998636e744a981d7c907e778bea7,2016-04-10,55000.0,1691
3951,M,43,5e44bc50a2b84b0a89d7246f5a85617e,2018-07-23,99000.0,857
3952,M,59,8e92f0cd54c24f87b8405fa73b818529,2016-11-18,54000.0,1469
3953,F,62,a42ed50acc4d4b25bca647c9e0b916ad,2016-10-17,33000.0,1501
3954,F,58,67e081badab74950badc43b31cd14abe,2016-03-07,64000.0,1725
3955,M,22,af41ddef5c8149138aba2cc20a0db9a1,2016-02-11,33000.0,1750
3956,F,63,87ef3f7155fb4ea9b5e1249c22d0240a,2017-08-08,34000.0,1206
3957,M,48,a68b9966964240caa919b0c08c201904,2018-01-12,37000.0,1049
3958,M,61,023411b8a45a4715979dae6cec425a8b,2018-05-23,59000.0,918
3959,M,75,e46c47a54e254756bbc5c30ec010cc37,2017-08-28,36000.0,1186
3960,M,47,28765f822e7f477b90a226ee29bcc473,2017-06-01,43000.0,1274
3961,M,41,81c7b04f3f344301bb6c578db4886da1,2017-02-16,88000.0,1379
3962,F,62,f883a0574d944b0488bca8cc4b22a728,2016-11-25,95000.0,1462
3963,M,42,5f1b9037df3740af9f300d987513af8f,2018-02-02,61000.0,1028
3964,F,72,acdf9a19b60d4c13ad594ebcb6b23eb9,2017-02-01,91000.0,1394
3965,M,52,6994d35034504f6caeacc956d95b3eaa,2017-05-06,68000.0,1300
3966,M,69,8cd0edcb3a6b44df9be5e7c8831a5c53,2017-05-16,54000.0,1290
3968,M,48,0dffd428f9f94f60aaf80dd5ac210206,2015-06-01,87000.0,2005
3969,M,66,fc96a24cd4bb4e65983e2598213a6c53,2017-09-20,72000.0,1163
3970,M,62,d35e585fbb9b4ac1b3ccb9e1bac71335,2015-12-11,54000.0,1812
3971,M,30,88876be460544c19a852db9c55a04099,2018-01-30,55000.0,1031
3972,F,47,c005f7a6e79f4f22bb1e6f147c0e4a70,2018-04-01,93000.0,970
3973,M,64,9fb51cd4e0d44e77b34d744866fd514d,2018-02-03,88000.0,1027
3974,M,84,9be03ba7d3ab456eb3a7f6acf2cdfffc,2014-05-04,98000.0,2398
3975,M,39,919ee63437d742729f1f502ae9e619d9,2017-04-27,71000.0,1309
3976,M,58,a397c7e5c6ca48a1b24e1ef84baa15e8,2018-05-07,36000.0,934
3979,F,38,59b7fa7b6be14a97b04cd274b2bdcf0a,2017-11-21,38000.0,1101
3980,M,23,d609a3e0dcfb4ecc9f6aba6d9d13618b,2017-11-06,74000.0,1116
3981,F,41,ba370543f3764ef1aae43bfdfe6621d9,2017-09-28,64000.0,1155
3982,M,65,7378619969094009af10e2097b4a5f76,2014-04-06,53000.0,2426
3983,F,74,30d56c0b77ef4c819dfec73e63418a74,2016-12-31,45000.0,1426
3984,M,69,298453e8cb78470089918b8e0ccb023a,2017-05-13,72000.0,1293
3986,F,56,de035e26f1c34866984482cf5c2c3e36,2017-05-20,54000.0,1286
3988,F,42,17e3df325db64f959f8e359e186d0c32,2017-11-29,60000.0,1093
3990,F,52,4b34026864b64d00ad0a5fa9d7dcdec2,2017-05-12,79000.0,1294
3991,F,67,d2dd721516be463196ab7bcf100fc82b,2016-03-20,63000.0,1712
3992,F,64,a03b06dbe5eb4cfd9187a4e57abe3701,2015-09-03,84000.0,1911
3993,F,67,1b60c7f201324499ae707537200b5934,2017-10-28,102000.0,1125
3994,M,55,2698c067b1d74815bc3a899e301f93e8,2017-10-14,52000.0,1139
3995,M,54,822415f7e4874367af290069124672e3,2018-04-20,59000.0,951
3996,M,46,43a5c67728a441a78664d2dcbb6a265b,2015-02-24,39000.0,2102
3997,F,83,7cb8642dbbd34261babbce3da1ab8e33,2017-09-04,43000.0,1179
3998,F,28,d0227d0bb2b147dd877d1a373226537b,2017-04-13,59000.0,1323
3999,M,51,2210c471e13e49539d624a8f2b04f682,2017-08-07,81000.0,1207
4000,F,43,155a3cc8647a4d74ad15111d2b569e63,2017-04-14,87000.0,1322
4002,M,32,cf919c80374046dabb38eb0773b3cd5b,2017-08-19,71000.0,1195
4004,F,59,cce85db37bbd441c9e65adbc1678ec7b,2017-11-08,70000.0,1114
4008,M,46,998c265dbf8445e892162a8753207c2a,2018-01-21,63000.0,1040
4010,M,40,5867e3c0c7f54063bfca9b1c98806a00,2018-01-10,59000.0,1051
4011,M,63,f1378b2fc61f4a61a50f935e4ddd5a7f,2018-03-21,54000.0,981
4012,M,59,97ec7fd299d94efdb09450d8482ee28c,2016-01-24,38000.0,1768
4013,F,39,2349cf9c53bb49e09b23e4684cdcd86a,2016-11-16,32000.0,1471
4014,M,57,a2a18d707be74e16b724a57dc78fb40b,2016-04-04,76000.0,1697
4015,M,48,6e6132df38b84767848eabd6e0f12c08,2017-08-03,59000.0,1211
4016,M,18,68012cc999eb42fda88b5f9b54603d9c,2017-10-10,67000.0,1143
4017,F,58,9e59453b4ed44df29751981085bd4841,2014-09-14,93000.0,2265
4018,M,47,37c9f91a586f471487c0b8e5d38cf87e,2017-10-27,51000.0,1126
4019,F,59,2a978956672a456480361cd568298185,2018-06-01,101000.0,909
4020,M,67,b44607ee72914bc0adf33a2b9c8488c2,2016-03-31,77000.0,1701
4021,F,28,ac8bd2bd4d0544d88c041608aff94763,2017-01-07,62000.0,1419
4022,M,52,d0138f4b103a4dbe9147464b061785b6,2014-04-15,92000.0,2417
4023,M,43,5572f20d70d84447b09413776106aea1,2017-07-27,57000.0,1218
4024,O,53,1e211df9e98f4147a9626ab9d2da45a4,2016-01-23,97000.0,1769
4025,M,73,14c4f0dfa9074925a904d66ab61b9ee6,2017-08-23,52000.0,1191
4026,F,37,9e473f9bd189408c8fcbb000822f59e6,2016-02-16,57000.0,1745
4027,M,37,3a75488ebd534a7197d7e74fe87b01fc,2018-04-05,47000.0,966
4028,M,50,761517f4583d4e30a0fcdd210b108f33,2017-08-19,55000.0,1195
4029,M,48,4c5cf94009ff49439ceec4969da5ee2b,2017-08-27,71000.0,1187
4030,M,33,bad8cb8365e44604b3d415b78dc77582,2018-05-01,44000.0,940
4032,M,81,6a001ab9e3e94acf8cb025af31d5c631,2015-07-28,73000.0,1948
4033,F,53,06ed8e3c641e4e8e803f336e5b20ddd7,2017-10-23,114000.0,1130
4034,M,52,46889a6766494b97aafbf9d75505e45a,2013-12-23,35000.0,2530
4035,F,36,04ca4f4a66934cec9d3bbd8833572cf7,2016-01-27,58000.0,1765
4036,F,59,cd6e9cd2d2794a33a8b6397f7bc1be1f,2016-02-22,75000.0,1739
4037,M,62,11e2d9f6ef474d13bcf1db21f5c7bb62,2017-05-20,72000.0,1286
4039,M,71,9e3888d67fb44211814cc57556d09c72,2015-06-02,69000.0,2004
4041,M,51,a33e1e7f26ea4b9a824bf1902ee073fc,2017-11-16,106000.0,1106
4042,F,73,2b3712f73fe941a186ca8a77f67d03c3,2017-03-03,80000.0,1364
4043,F,65,c166df1c320f45e8b31df4979f8e1ba9,2018-01-12,80000.0,1049
4044,F,63,72238c93bdfb4272a1f104a59ccc3a37,2017-11-27,108000.0,1095
4045,M,42,1852fd4c322746798b6128917e068aa7,2014-01-02,57000.0,2520
4046,F,81,c2b04827cfc1449abeaa606bdc057115,2016-07-01,77000.0,1609
4047,F,73,c55ef5e61c2b48a5a85f3163151eae9c,2017-12-21,100000.0,1071
4048,M,53,27846a455b1b43a9a4f01b70b37dd781,2017-11-26,81000.0,1096
4049,M,31,2366b169d6de42f084c7a64c1b938f9d,2016-05-14,35000.0,1657
4050,M,35,00e8d701c583461e81cc10053681a12b,2018-02-26,70000.0,1004
4051,M,84,1e8fa28875f84db89e0b7a9a7d99f639,2014-02-15,63000.0,2476
4052,M,40,a9930daf12d445d49c47fa7f08e4bbb7,2017-12-10,56000.0,1082
4053,F,62,3a87d23281d14467af49851aae1c538a,2017-09-24,72000.0,1159
4054,M,21,9bff0ab1de694e8aab7f0a43b79772ae,2018-02-23,70000.0,1007
4055,F,74,e6fc7edd5ee748609bf5842a08af5734,2018-01-20,104000.0,1041
4056,F,64,9db9f9106fd249bf9979725ddbc1b334,2015-08-22,102000.0,1923
4057,M,56,2ca6147969524c5a8ce2b48aade075ab,2018-01-22,47000.0,1039
4058,F,67,f69c83277b2f456590352ac12a3d8564,2017-12-30,86000.0,1062
4059,M,50,5ec9aeb4a48e4c5abfa6732d73ca3f7b,2015-11-24,37000.0,1829
4060,F,85,d34b7763e23147bea3ad40564c64c1f5,2017-02-26,96000.0,1369
4061,M,68,201c6079c8fa4c9fbef610cdef58317f,2017-12-03,52000.0,1089
4062,F,24,b6c74d35e22f4926897e89ce1077a722,2018-01-12,56000.0,1049
4063,F,40,d41708667be04a42a02a9c4ec673765d,2016-09-04,61000.0,1544
4064,F,26,369f3b700935491eae8d3c41a3c47f97,2016-12-07,72000.0,1450
4065,F,45,5998802507bd4845b0531295cafaa2a4,2018-03-17,61000.0,985
4066,M,59,85d67cfaf71f4a41b9598c1cfd7934cb,2017-06-06,105000.0,1269
4067,F,74,691070d9519a40f8ad205ee75093269d,2016-01-14,91000.0,1778
4068,M,51,5d700ca89b394ca4a7695a6b97626b46,2015-06-24,61000.0,1982
4069,M,39,5ffe185c9f154f88b34fa3542acdb0d9,2018-07-14,45000.0,866
4071,F,65,59071e549a544cb7a89b4ab5bc88b57e,2015-09-15,87000.0,1899
4072,M,76,e5d9e755d4824d059283beb207256c6b,2017-10-19,109000.0,1134
4073,F,42,2ac20da42e704b4bae0a799018096259,2018-02-23,39000.0,1007
4074,F,60,f953bac2e0d8411e93821982583314c5,2018-02-13,92000.0,1017
4075,M,71,3bbeb88ccbec431c8d3177b81fb33a92,2018-04-17,64000.0,954
4076,F,83,7729cff13e7e48689ca9333265497ff1,2017-12-07,94000.0,1085
4077,M,57,90afa41287144f5fab10fef8a7eb4fac,2013-08-18,65000.0,2657
4078,F,47,11bfe79e5bdb4db7b08b0a8d0314cc2f,2017-12-21,33000.0,1071
4079,F,55,1e1c90f7f2a547f58221627486d01c78,2017-10-14,103000.0,1139
4080,M,20,ffed75d3abc64b488982f50ed12878b5,2018-03-15,44000.0,987
4081,F,23,9c8acc324a0047b2aa4f204fccf30281,2016-12-02,61000.0,1455
4082,M,78,c10dcc31b83b419d8e577f4edad59600,2018-07-25,103000.0,855
4083,M,24,e254821bfd864971987e58f751c33f93,2018-07-06,54000.0,874
4084,F,71,10f65c82431e4b73bb74ec02be0b60e4,2018-02-21,52000.0,1009
4085,M,80,e3d7fa1e32ac4eeb9003f2b9af563ac8,2017-08-01,71000.0,1213
4086,M,49,0ea1f0bb1ba245abbf709b962d326dd7,2016-10-09,89000.0,1509
4087,M,48,8dc160d00632491db79ee572a13cb7cf,2018-06-11,37000.0,899
4089,F,88,986e41e705c24520ac37983e359180f0,2015-10-25,71000.0,1859
4090,M,54,d351650b4dfa4351bcfa0ada32c51c63,2017-03-27,61000.0,1340
4091,M,46,5835a7842e97470daa32e6dbd3006e8e,2017-11-23,67000.0,1099
4092,F,53,ca208e412e74414aa87273c831217aaa,2018-07-17,98000.0,863
4093,M,61,cd9df56e15224a7ca6fadc235988f27f,2018-05-25,35000.0,916
4094,M,50,a0c665be4a3d4240ba24e427776535cf,2013-08-15,66000.0,2660
4095,F,26,5f0915fb818e42f89c80e87cdf9a3527,2018-03-05,54000.0,997
4096,F,61,33c0f47831494a07880bfa248b9c0680,2017-08-18,84000.0,1196
4097,M,80,f3a513ed02234f539b89e8e8df1e49c0,2017-07-16,50000.0,1229
4098,F,22,d6424aac00fd47799fb6fb7a1570bf5b,2016-01-19,52000.0,1773
4099,F,62,4e9ca31f5b424043b12eb4f695b8bc9b,2016-09-25,107000.0,1523
4100,F,101,d2fdc2be8ab64e4ba04830d441e53fd5,2015-05-26,99000.0,2011
4101,M,83,cf03e26617e3435ca8b44e80b38cf110,2018-05-09,40000.0,932
4102,M,37,6ad02da4d1c54c92accb983f41251859,2016-04-10,52000.0,1691
4104,O,20,d42ea4439175405fa8f010b27483e7c2,2015-07-02,61000.0,1974
4105,M,37,3e449851dce64101a09e5e11ec1aded9,2018-02-20,54000.0,1010
4106,F,60,6b55fde85bdd4ed088a6fb7399c4ae99,2017-11-15,58000.0,1107
4107,M,20,4ea8b6e0463240ff8f60427a54463f15,2018-05-21,49000.0,920
4108,M,85,dc5b1efbc3784d10ad98c4809f2bc010,2017-11-28,70000.0,1094
4109,M,44,468bb5ff07704786ba4cd4a7611e72f3,2017-10-10,77000.0,1143
4110,M,81,2bddb0daae10444f9ed9494ecea36bb3,2018-03-02,60000.0,1000
4112,M,55,54f2fd27d5aa4cfd822219e833cc2af3,2017-10-10,108000.0,1143
4113,M,73,40843c1d01874dfb9b93f5daa639c2f9,2016-03-01,63000.0,1731
4115,M,64,8f808e51d5614c859a4cd1ea857ba917,2017-10-27,41000.0,1126
4116,M,74,9f53a01bf9874fc98e062a90a04d8504,2015-09-16,45000.0,1898
4117,F,58,739e166b5cef4225a9bcf89234f02607,2017-04-26,41000.0,1310
4118,M,64,2c39fda360714a40a5a37bbfc2a10584,2018-02-12,74000.0,1018
4119,F,44,5e2305fd5d664411934961ed18b50d88,2017-11-01,72000.0,1121
4120,M,64,a2506fdc02c544a98f491ac97fa62f88,2018-05-10,42000.0,931
4122,M,68,7e2849c81e194680851104abc3169c9c,2018-02-15,57000.0,1015
4123,F,90,6a178900ec8149958962927b1f35fbd4,2018-04-27,57000.0,944
4124,M,38,74325dadf8174ef3a03d6a88e802f4cc,2017-08-19,86000.0,1195
4125,M,82,9d8b11f8ae6c45c5bffc7d7bd1782db7,2015-11-10,76000.0,1843
4126,F,91,58bf211b359f468db12ae9be587a0c38,2018-05-17,74000.0,924
4127,F,78,053ba80f39aa4e4394ecf2d64d8ca85f,2013-08-24,36000.0,2651
4128,M,46,b0ebd67e70b54d76a73c1f8dbde43678,2017-09-21,47000.0,1162
4129,M,88,f47051cad4844338be9332c33ddba9ef,2016-07-30,111000.0,1580
4130,M,72,e293d9792af24d0c96beb3f3bce0e6ae,2017-11-15,74000.0,1107
4131,F,39,e69d14d68af245d38c80ced842edf53a,2014-11-14,55000.0,2204
4132,M,60,b8397fc0004f4d70bb0374139d1c6ea3,2015-12-29,73000.0,1794
4134,M,64,f4f6298b02954c8c9967e83e4ac8ef33,2017-08-05,117000.0,1209
4135,M,48,3648c1ab78f0419f9abfccbe19be26f4,2018-06-10,40000.0,900
4136,F,49,2202161defd14ab9a089cdc5e9c48f3c,2018-01-22,45000.0,1039
4137,F,43,b973a98befba4c57be97d63c5f07cb12,2017-10-26,33000.0,1127
4138,M,30,281d463f31e74ecaa4451d169868c5d7,2017-07-21,65000.0,1224
4139,M,40,1f72aa042368414d90fb3de6801238ac,2016-09-16,70000.0,1532
4140,M,18,ba3395366d96453981bc7a738ebc2ead,2014-08-20,40000.0,2290
4141,F,61,c0b78b7b2a1e49e8b6d6c0eb076d8706,2018-03-28,40000.0,974
4142,M,49,5cb74b1c1e6b4a05adfa8387b2ad968c,2018-06-19,72000.0,891
4143,M,69,c4c72c2014d042e080972f87df087516,2018-01-30,110000.0,1031
4145,M,68,d1330d5ce5e742d9826a79d574df3172,2016-10-28,77000.0,1490
4147,M,77,4c604cf407254d0a851267bcc1987a7b,2017-09-25,44000.0,1158
4148,M,63,4a737483c1f947d0b06e5b898448b3e8,2015-12-05,92000.0,1818
4149,M,61,3c71d5db7aec446cb6dfbae3631fc058,2017-12-08,56000.0,1084
4150,M,55,bb15c4ca57524cd38626431d27038f2f,2018-03-19,56000.0,983
4151,F,74,afd3e2b3a0da49379b6afceaeb250aea,2017-09-08,64000.0,1175
4152,M,66,6d7d3d2ca20040aeb276d494923c9f2e,2014-10-31,52000.0,2218
4153,F,58,25015650d5fb4a8b96e6d289e76cc892,2018-03-22,76000.0,980
4154,F,49,bc4f249b7c5f417ebbbca2b184dc14a4,2017-06-23,66000.0,1252
4155,M,37,cfdecbfe6add44598f60aed46e1f1e79,2016-08-03,60000.0,1576
4156,F,72,53b793bee2d9403bb7e561120f2b3622,2013-09-02,57000.0,2642
4158,F,56,26e2866577a944acbf38038321a3dec4,2017-12-09,88000.0,1083
4159,M,22,9ed3fb4a91894070bfa13677a3004f71,2018-02-10,64000.0,1020
4160,M,59,c46baa5eb4f240c9874115c8103536e8,2018-05-07,51000.0,934
