,gender,age,cust_id,became_member_on,income,days_as_member,Total offer completed,Total offer received,Total offer viewed,Total transaction,offer completed_via_email,offer completed_via_social,offer completed_via_mobile,offer completed_via_web,offer completed bogo count,offer completed discount count,offer received_via_email,offer received_via_social,offer received_via_mobile,offer received_via_web,offer received bogo count,offer received discount count,offer received informational count,offer viewed_via_email,offer viewed_via_social,offer viewed_via_mobile,offer viewed_via_web,offer viewed bogo count,offer viewed discount count,offer viewed informational count,Total transaction amount,avg_difficulty,avg_duration,total_reward_received,total_reward_defined,total_view_ratio,total_completion_ratio,avg_transaction_amt,transactions_per_membership_days
4224,M,23,2a5f89c79a104198b302c1cb2fd406d9,2014-02-26,71000.0,2465,3.0,4.0,3.0,18.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,1.0,0.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,72.42000000000002,6.6,153.6,13.0,23.0,0.75,0.75,4.02,0.007302231237322515
4225,M,63,6b183c579aa649e8801e730cdd8ee302,2017-11-27,62000.0,1095,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,32.46,3.75,120.0,0.0,15.0,1.0,0.0,10.82,0.0027397260273972603
4226,F,65,23a16856970749c186398bdfa5d8318c,2017-08-16,52000.0,1198,2.0,6.0,3.0,10.0,2.0,2.0,2.0,2.0,0.0,2.0,6.0,4.0,6.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,29.360000000000003,4.7272727272727275,137.45454545454547,6.0,16.0,0.5,0.333,2.94,0.008347245409015025
4227,M,37,4d034de6d0de4b08a1f44929300bc077,2017-10-21,44000.0,1132,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,2.0,3.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,2.5300000000000002,6.428571428571429,126.85714285714286,0.0,25.0,0.75,0.0,2.53,0.0008833922261484099
4228,M,29,9928fa3cadd940878121fdfb8f179f70,2017-11-05,40000.0,1117,1.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,27.550000000000004,7.285714285714286,147.42857142857142,3.0,20.0,0.5,0.25,5.51,0.004476275738585497
4229,M,77,ab1d8ca888784c1eafebf0c51e1b6e3e,2013-08-13,77000.0,2662,2.0,4.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,88.63,6.777777777777778,141.33333333333334,13.0,18.0,0.75,0.5,17.73,0.0018782870022539444
4230,M,52,78c4b77f63c448019948da62d44b6390,2017-03-11,81000.0,1356,2.0,4.0,4.0,13.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,4.0,4.0,2.0,0.0,2.0,4.0,2.0,4.0,4.0,2.0,0.0,2.0,275.57000000000005,3.0,110.4,10.0,10.0,1.0,0.5,21.2,0.009587020648967551
4231,M,65,03f1ad04292f47b2b1299cc92f8f2a5d,2017-11-18,71000.0,1104,3.0,5.0,4.0,14.0,3.0,2.0,2.0,3.0,1.0,2.0,5.0,3.0,4.0,4.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,303.21999999999997,6.333333333333333,140.0,13.0,13.0,0.8,0.6,21.66,0.012681159420289856
4232,M,36,52a185bd92f640dd8ff7dc6ac792cb23,2018-02-04,38000.0,1026,1.0,6.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,4.0,6.0,5.0,3.0,1.0,2.0,4.0,4.0,4.0,3.0,3.0,0.0,1.0,16.21,5.0,113.45454545454545,5.0,22.0,0.67,0.167,3.24,0.004873294346978557
4233,M,44,f980db2d419943ad901c364c1987ef90,2017-07-09,64000.0,1236,2.0,5.0,5.0,9.0,2.0,1.0,2.0,2.0,0.0,2.0,5.0,2.0,4.0,4.0,0.0,3.0,2.0,5.0,2.0,4.0,4.0,0.0,3.0,2.0,137.7,7.583333333333333,152.0,5.0,10.0,1.0,0.4,15.3,0.007281553398058253
4234,F,61,f15a85e0d2f946cf8b1e6f8e99b1a72d,2018-03-15,113000.0,987,3.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,5.0,4.0,5.0,4.0,3.0,2.0,0.0,4.0,4.0,4.0,3.0,2.0,2.0,0.0,117.15,6.833333333333333,160.0,11.0,26.0,0.8,0.6,29.29,0.004052684903748734
4235,O,70,0a20aacc0b0040598997c1a6d829d8e0,2017-09-19,34000.0,1164,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,11.29,2.8,115.2,0.0,3.0,0.67,0.0,2.26,0.00429553264604811
4236,F,53,85c02c202b7548e096b4a742368b7e5e,2015-11-21,41000.0,1832,4.0,5.0,1.0,11.0,4.0,0.0,3.0,4.0,2.0,2.0,5.0,1.0,4.0,5.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,95.52999999999999,10.0,177.6,17.0,27.0,0.2,0.8,8.68,0.006004366812227074
4237,M,49,2663c7215b864922b7c1675cb9c626f3,2017-08-07,65000.0,1207,3.0,5.0,2.0,9.0,3.0,0.0,2.0,3.0,1.0,2.0,5.0,0.0,4.0,5.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,617.82,8.5,168.0,12.0,17.0,0.4,0.6,68.65,0.007456503728251864
4238,F,21,18f9f62683bf41278dca98799df7e581,2018-05-06,36000.0,935,4.0,5.0,3.0,10.0,4.0,1.0,3.0,4.0,0.0,4.0,5.0,1.0,4.0,5.0,0.0,4.0,1.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0,97.93,9.25,168.0,12.0,12.0,0.6,0.8,9.79,0.0106951871657754
4239,F,63,eb98549b2a1d49638ce954eb036a92d1,2016-07-01,76000.0,1609,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,31.53,11.0,153.6,10.0,20.0,0.33,0.333,31.53,0.0006215040397762585
4240,M,52,5717b60079fd48b0a66f184540b4cfad,2016-06-07,100000.0,1633,4.0,6.0,6.0,8.0,4.0,1.0,4.0,3.0,2.0,2.0,6.0,2.0,6.0,4.0,2.0,2.0,2.0,6.0,2.0,6.0,4.0,2.0,2.0,2.0,191.77,6.5625,147.0,19.0,19.0,1.0,0.667,23.97,0.004898958971218616
4241,F,51,4a8ee6675cbf4929833a61b6f0e5c539,2017-04-12,88000.0,1324,6.0,6.0,5.0,10.0,6.0,2.0,5.0,6.0,3.0,3.0,6.0,2.0,5.0,6.0,3.0,3.0,0.0,5.0,2.0,5.0,5.0,3.0,2.0,0.0,250.02999999999997,9.411764705882353,180.7058823529412,29.0,29.0,0.83,1.0,25.0,0.0075528700906344415
4242,M,53,3971f0bafa78424ea2361204747cb108,2013-12-12,53000.0,2541,1.0,4.0,3.0,17.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,43.98999999999999,7.625,159.0,3.0,18.0,0.75,0.25,2.59,0.006690279417552145
4243,M,40,9154e4f1dd0a41929fd1b6dfb3a32d69,2017-08-12,49000.0,1202,1.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,3.0,5.0,5.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,17.53,4.636363636363637,128.72727272727272,3.0,13.0,0.67,0.167,5.84,0.0024958402662229617
4244,M,26,8875068083504a07acb73e37eaf0a048,2018-02-18,65000.0,1012,1.0,4.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,4.0,2.0,2.0,0.0,2.0,4.0,3.0,4.0,2.0,2.0,0.0,2.0,18.919999999999998,2.7777777777777777,114.66666666666667,5.0,10.0,1.0,0.25,3.78,0.004940711462450593
4245,M,67,27955fd02c4249469d4a74cc5475029c,2016-11-06,88000.0,1481,3.0,3.0,3.0,10.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,224.44,8.333333333333334,152.0,17.0,17.0,1.0,1.0,22.44,0.00675219446320054
4246,F,53,fc461f072d524298a4bba5550841e92b,2016-11-22,53000.0,1465,3.0,5.0,4.0,12.0,3.0,1.0,3.0,3.0,0.0,3.0,5.0,2.0,5.0,4.0,0.0,3.0,2.0,4.0,2.0,4.0,3.0,0.0,2.0,2.0,183.06,5.916666666666667,140.0,7.0,7.0,0.8,0.6,15.26,0.008191126279863481
4247,M,30,d6fca8c5fd134e2b8b6d5e79cbaaab81,2017-03-07,42000.0,1360,1.0,5.0,4.0,16.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,5.0,2.0,3.0,0.0,2.0,4.0,4.0,4.0,1.0,2.0,0.0,2.0,44.349999999999994,5.0,110.4,5.0,25.0,0.8,0.2,2.77,0.011764705882352941
4248,M,79,6cbe797a80d348d1a927031aa4e3ab5e,2017-07-30,78000.0,1215,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,3.0,1.0,0.0,4.0,4.0,4.0,4.0,3.0,1.0,0.0,79.79,10.0,146.66666666666666,10.0,32.0,1.0,0.25,19.95,0.0032921810699588477
4249,M,44,dbea06b9b454403db6bda62b983b337b,2018-02-02,55000.0,1028,3.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,49.83,10.909090909090908,174.54545454545453,17.0,17.0,1.0,0.75,16.61,0.0029182879377431907
4250,M,67,2cb270bb65c04a3c8af51fcdb47f3388,2017-09-14,72000.0,1169,1.0,4.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,13.84,3.4285714285714284,130.28571428571428,5.0,8.0,0.5,0.25,4.61,0.0025662959794696323
4251,M,42,c6604288d28148fbae794d079e6d7623,2017-11-06,32000.0,1116,0.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,5.0,1.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,5.659999999999999,9.0,168.0,0.0,16.0,0.67,0.0,1.13,0.004480286738351254
4252,M,27,6563b069be9741189ad1ebed59ed1b4c,2016-03-22,40000.0,1710,1.0,4.0,3.0,25.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,4.0,3.0,3.0,1.0,0.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,74.4,9.375,183.0,2.0,27.0,0.75,0.25,2.98,0.014619883040935672
4253,M,83,6c59b151e1c04bc9970b0ed30d82f0ac,2018-04-30,54000.0,941,1.0,5.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,4.0,5.0,0.0,4.0,1.0,5.0,1.0,4.0,5.0,0.0,4.0,1.0,16.99,10.0,181.0909090909091,2.0,11.0,1.0,0.2,16.99,0.0010626992561105207
4254,M,48,1b1ca1a1ece440c7aac02b9f7ccf2f5a,2015-09-05,98000.0,1909,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,111.21999999999998,10.0,211.2,4.0,4.0,0.5,1.0,27.8,0.0020953378732320588
4255,F,52,94319e8f726e4403bb8d9cdfbc57062f,2017-11-29,81000.0,1093,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,35.72,5.0,120.0,0.0,2.0,1.0,0.0,17.86,0.0018298261665141812
4256,M,48,e93328e346df40dcaa64e659bbd0fbaf,2017-05-31,69000.0,1275,4.0,5.0,3.0,14.0,4.0,2.0,4.0,4.0,3.0,1.0,5.0,3.0,5.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,198.04999999999998,5.75,140.0,23.0,23.0,0.6,0.8,14.15,0.010980392156862745
4257,M,37,d1d3790e548e444fa3c8321bd38c4cd7,2017-01-14,59000.0,1412,2.0,4.0,3.0,18.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,67.11,7.777777777777778,125.33333333333333,15.0,30.0,0.75,0.5,3.73,0.012747875354107648
4258,M,41,f79cdf82289a439d973bb9c2c6c83c93,2016-01-24,50000.0,1768,2.0,6.0,3.0,15.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,3.0,4.0,6.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,66.24000000000001,10.454545454545455,150.54545454545453,10.0,35.0,0.5,0.333,4.42,0.008484162895927601
4259,M,36,cda2f964e6464b619519ee02445bb652,2017-12-16,54000.0,1076,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,58.72,7.333333333333333,132.0,10.0,13.0,0.67,0.333,19.57,0.0027881040892193307
4260,M,72,37dfdf86ca2044d4a4e0a2eb2904c12c,2018-02-27,65000.0,1003,2.0,5.0,3.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,0.0,2.0,137.71,8.0,144.0,15.0,17.0,0.6,0.4,17.21,0.007976071784646061
4261,F,66,ba53b4bec7f3472ba8efdff427739fb9,2016-03-16,79000.0,1716,4.0,4.0,2.0,11.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,209.04999999999998,9.0,153.6,27.0,27.0,0.5,1.0,19.0,0.00641025641025641
4262,M,59,cbe1a16150674b5995396785280399c0,2017-11-28,74000.0,1094,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,5.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,0.0,2.39,6.0,138.0,0.0,16.0,0.6,0.0,2.39,0.0009140767824497258
4263,M,54,f4994572197d4310bf922576d5a8d132,2016-03-16,70000.0,1716,3.0,4.0,4.0,14.0,3.0,3.0,3.0,2.0,3.0,0.0,4.0,4.0,4.0,2.0,3.0,0.0,1.0,4.0,4.0,4.0,2.0,3.0,0.0,1.0,844.38,5.454545454545454,124.36363636363636,20.0,20.0,1.0,0.75,60.31,0.008158508158508158
4264,M,41,fe245b31d1334751906c8ce0cd833a64,2015-09-03,34000.0,1911,2.0,6.0,4.0,18.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,3.0,5.0,5.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,51.519999999999996,4.666666666666667,128.0,8.0,13.0,0.67,0.333,2.86,0.009419152276295133
4265,F,83,a9b0ed59ea614d80a17a5d436d887779,2015-11-29,73000.0,1824,4.0,5.0,5.0,17.0,4.0,1.0,4.0,4.0,2.0,2.0,5.0,1.0,5.0,5.0,2.0,2.0,1.0,5.0,1.0,5.0,5.0,2.0,2.0,1.0,304.05,6.428571428571429,147.42857142857142,14.0,14.0,1.0,0.8,17.89,0.00932017543859649
4266,F,80,8f3d34f0adde4c659a1d8ab887637ba5,2017-11-23,58000.0,1099,2.0,4.0,3.0,7.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,29.279999999999994,5.666666666666667,146.66666666666666,8.0,18.0,0.75,0.5,4.18,0.006369426751592357
4267,M,72,418a662338a24c1281854e49bfd9269e,2016-03-03,64000.0,1729,5.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,2.0,3.0,6.0,3.0,6.0,6.0,2.0,3.0,1.0,6.0,3.0,6.0,6.0,2.0,3.0,1.0,104.4,7.9411764705882355,155.2941176470588,21.0,21.0,1.0,0.833,17.4,0.003470213996529786
4268,M,21,f83716ec38f44f03804f1263822faa62,2018-05-02,35000.0,939,1.0,6.0,5.0,7.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,3.0,6.0,6.0,3.0,2.0,1.0,5.0,3.0,5.0,5.0,2.0,2.0,1.0,21.5,6.666666666666667,152.0,5.0,24.0,0.83,0.167,3.07,0.007454739084132056
4269,F,52,fd66b15232a6437c86ad584849360e6f,2017-06-06,85000.0,1269,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,48.56,8.0,139.2,15.0,15.0,0.5,1.0,24.28,0.0015760441292356187
4270,M,65,06d95051c47a42f1a0704fca3be979be,2015-01-07,87000.0,2150,1.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,86.19999999999999,3.5714285714285716,126.85714285714286,5.0,10.0,1.0,0.333,28.73,0.0013953488372093023
4271,M,60,6c1f1d11a0f344a58559c93bf519963f,2016-10-30,33000.0,1488,1.0,6.0,3.0,12.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,2.0,5.0,5.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,31.84,7.5,146.4,2.0,19.0,0.5,0.167,2.65,0.008064516129032258
4272,M,49,79ea356b335a4afc937872d51d604065,2016-11-09,53000.0,1478,4.0,5.0,3.0,13.0,4.0,2.0,4.0,4.0,4.0,0.0,5.0,2.0,5.0,5.0,4.0,0.0,1.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,172.85,4.583333333333333,138.0,20.0,20.0,0.6,0.8,13.3,0.008795669824086604
4273,F,51,0b1b8fa8117043b09e75518860f3ee8d,2016-03-12,56000.0,1720,4.0,4.0,4.0,20.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,1.0,0.0,4.0,4.0,4.0,2.0,3.0,1.0,0.0,263.09000000000003,8.0,156.0,28.0,28.0,1.0,1.0,13.15,0.011627906976744186
4274,F,57,e8f98ab623ad4a8aadd5c9da987098e0,2016-09-24,110000.0,1524,3.0,4.0,4.0,6.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,4.0,3.0,1.0,0.0,4.0,3.0,4.0,4.0,3.0,1.0,0.0,147.34,6.909090909090909,141.8181818181818,18.0,23.0,1.0,0.75,24.56,0.003937007874015748
4275,F,65,57ef306fc0524abcabbb59f074dc5490,2016-02-14,75000.0,1747,3.0,5.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,5.0,3.0,5.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,1.0,2.0,1.0,89.37,7.0,152.0,17.0,20.0,0.8,0.6,22.34,0.0022896393817973667
4276,F,65,e08c38ea6ccb4f668dbc3ae92731203d,2016-11-26,65000.0,1461,1.0,5.0,3.0,10.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,0.0,2.0,170.66,3.888888888888889,125.33333333333333,5.0,10.0,0.6,0.2,17.07,0.006844626967830253
4277,F,49,4fe634565ad74b97b8b1412ca69914d6,2018-05-27,73000.0,914,2.0,3.0,1.0,4.0,2.0,0.0,1.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,76.28,10.0,160.0,7.0,7.0,0.33,0.667,19.07,0.00437636761487965
4278,M,61,de6d32c7aa4442dd908c9fd65e3de5e1,2017-09-27,41000.0,1156,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,19.68,8.333333333333334,136.0,0.0,15.0,0.5,0.0,4.92,0.0034602076124567475
4279,M,51,8a2a5663b6f7405a9ac33e3370701f28,2013-10-07,54000.0,2607,2.0,6.0,5.0,6.0,2.0,1.0,1.0,2.0,0.0,2.0,6.0,2.0,4.0,5.0,1.0,3.0,2.0,5.0,2.0,4.0,4.0,1.0,2.0,2.0,93.28,8.538461538461538,164.30769230769232,8.0,18.0,0.83,0.333,15.55,0.0023014959723820483
4280,F,38,6b953f2664034c1cbdfbfdc6c81a7707,2018-03-19,48000.0,983,2.0,4.0,3.0,5.0,2.0,0.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,0.0,1.0,54.22,7.222222222222222,157.33333333333334,10.0,15.0,0.75,0.5,10.84,0.00508646998982706
4281,M,75,ebfda7cb657c4e068237f7f0e47850ed,2018-04-21,61000.0,950,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,41.36,0.0,96.0,0.0,0.0,1.0,0.0,10.34,0.004210526315789474
4282,M,73,6eaa05f587bb47d4aaec6b8adf978501,2013-11-14,45000.0,2569,2.0,5.0,3.0,22.0,2.0,1.0,1.0,2.0,0.0,2.0,5.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,76.19999999999999,7.1,146.4,8.0,13.0,0.6,0.4,3.46,0.008563643441027637
4283,M,55,d5e0fe6f211140e5973cf8b9a14da12d,2018-06-16,69000.0,894,1.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,4.0,4.0,0.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,25.41,6.125,159.0,3.0,9.0,0.75,0.25,5.08,0.005592841163310962
4284,M,67,87baffa663b24a639035a82459834c62,2017-12-26,91000.0,1066,0.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,4.0,4.0,1.0,1.0,6.0,3.0,6.0,4.0,4.0,1.0,1.0,103.05,5.833333333333333,144.0,0.0,27.0,1.0,0.0,25.76,0.00375234521575985
4285,F,57,13848328f35a4366919ac44f579eadd2,2017-11-11,84000.0,1111,4.0,5.0,3.0,6.0,4.0,2.0,4.0,4.0,3.0,1.0,5.0,3.0,5.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,1.0,157.82999999999998,6.25,128.0,22.0,22.0,0.6,0.8,26.3,0.0054005400540054005
4286,M,26,6d1b4ddc6746413e94754ee176a20ac6,2018-05-10,69000.0,931,2.0,6.0,4.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,4.0,6.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,2.0,3.0,1.0,0.0,43.730000000000004,9.166666666666666,166.0,12.0,34.0,0.67,0.333,5.47,0.008592910848549946
4287,M,61,e1dc82d60ba143359639a79f6b9827f5,2016-02-06,65000.0,1755,4.0,4.0,3.0,16.0,4.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,275.87,7.7272727272727275,161.45454545454547,22.0,22.0,0.75,1.0,17.24,0.009116809116809116
4288,M,28,b53485486c7946fdb4bfb5230bb300e7,2018-01-16,48000.0,1045,5.0,5.0,4.0,20.0,5.0,3.0,5.0,4.0,4.0,1.0,5.0,3.0,5.0,4.0,4.0,1.0,0.0,4.0,3.0,4.0,3.0,3.0,1.0,0.0,592.9600000000002,9.285714285714286,147.42857142857142,37.0,37.0,0.8,1.0,29.65,0.019138755980861243
4289,F,50,becef38967024b94a5287c833827daa1,2017-09-26,65000.0,1157,5.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,4.0,1.0,5.0,4.0,5.0,5.0,4.0,1.0,0.0,5.0,4.0,5.0,5.0,4.0,1.0,0.0,120.58,6.0,153.6,22.0,22.0,1.0,1.0,20.1,0.005185825410544511
4290,F,38,60d0b2ba8ea3482f894c634b80801631,2015-10-21,38000.0,1863,4.0,5.0,4.0,21.0,4.0,2.0,4.0,4.0,1.0,3.0,5.0,3.0,5.0,5.0,2.0,3.0,0.0,4.0,3.0,4.0,4.0,2.0,2.0,0.0,184.28,8.153846153846153,177.23076923076923,12.0,22.0,0.8,0.8,8.78,0.011272141706924315
4291,M,24,e2bf90d0b5ec4155a65ebbe0bf2dbe00,2017-09-30,39000.0,1153,0.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,6.0,4.0,0.0,2.0,5.0,3.0,5.0,5.0,4.0,0.0,1.0,2.99,4.545454545454546,122.18181818181819,0.0,25.0,0.83,0.0,1.5,0.0017346053772766695
4292,F,29,aac15edd62e6480c86fc4069ea5af646,2016-06-19,33000.0,1621,5.0,5.0,5.0,18.0,5.0,4.0,4.0,5.0,4.0,1.0,5.0,4.0,4.0,5.0,4.0,1.0,0.0,5.0,4.0,4.0,5.0,4.0,1.0,0.0,167.64999999999995,10.0,144.0,35.0,35.0,1.0,1.0,9.31,0.011104256631708822
4293,F,90,dec5637810024beb819c5051826af287,2015-10-02,78000.0,1882,5.0,5.0,5.0,9.0,5.0,3.0,4.0,5.0,4.0,1.0,5.0,3.0,4.0,5.0,4.0,1.0,0.0,5.0,3.0,4.0,5.0,4.0,1.0,0.0,190.85,10.0,153.6,35.0,35.0,1.0,1.0,21.21,0.004782146652497344
4294,F,85,43a2fb8785594b128e771ca380718e90,2016-12-07,88000.0,1450,1.0,2.0,2.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,139.27,6.0,172.8,2.0,2.0,1.0,0.5,19.9,0.004827586206896552
4295,F,43,641eff6a55404458899c9ed37ca9f4b9,2017-12-04,79000.0,1088,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,0.0,4.0,4.0,4.0,4.0,1.0,3.0,0.0,48.78999999999999,9.181818181818182,198.54545454545453,7.0,17.0,1.0,0.75,16.26,0.0027573529411764708
4296,M,64,ddd34708aaa24917b747e9d0b4a37fb5,2017-01-10,88000.0,1416,4.0,4.0,3.0,6.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,121.69999999999999,12.181818181818182,187.63636363636363,20.0,20.0,0.75,1.0,20.28,0.00423728813559322
