gender,age,cust_id,became_member_on,income,days_as_member,Total offer completed,Total offer received,Total offer viewed,Total transaction,offer completed_via_email,offer completed_via_social,offer completed_via_mobile,offer completed_via_web,offer completed bogo count,offer completed discount count,offer received_via_email,offer received_via_social,offer received_via_mobile,offer received_via_web,offer received bogo count,offer received discount count,offer received informational count,offer viewed_via_email,offer viewed_via_social,offer viewed_via_mobile,offer viewed_via_web,offer viewed bogo count,offer viewed discount count,offer viewed informational count,Total transaction amount,avg_difficulty,avg_duration,total_reward_received,total_reward_defined,total_view_ratio,total_completion_ratio,avg_transaction_amt,transactions_per_membership_days,weeks_as_member,avg transaction count by membership time,customer_type,customer type
F,88,eebe903fd89e4c39b8c5c55bd43e3fb7,2016-08-11,81000,1568,3,4,2,4,3,2,2,3,0,3,4,3,3,3,1,3,0,2,2,2,1,1,1,0,79.75,12.22222222,224,9,19,0.5,0.75,19.94,0.002551020408,102.8571429,0.03888888889,passive,passive
F,56,fbf1e8ee855d4d43b7adf0f6233de40b,2018-03-13,53000,989,4,5,5,7,4,4,4,3,1,3,5,5,5,4,2,3,0,5,5,5,4,2,3,0,97.57,8.642857143,192,17,22,1,0.8,13.94,0.007077856421,20.14285714,0.3475177305,active,passive
F,89,626d9e6450504fe1a39461cb63c61202,2017-10-10,55000,1143,3,6,2,10,3,1,2,3,0,3,6,2,4,5,1,4,1,2,2,2,1,1,1,0,41.23,11.81818182,200.7272727,9,24,0.33,0.5,4.12,0.008748906387,42.14285714,0.2372881356,passive,passive
M,59,303bff336e8449d6a2fb84ed67d48602,2017-08-07,73000,1207,2,3,3,8,2,0,1,2,1,1,3,0,1,3,1,2,0,3,0,1,3,1,2,0,130.07,14.375,213,10,15,1,0.667,16.26,0.006628003314,51.28571429,0.1559888579,active,passive
M,54,b4a313063dbf40d0b2a4e58e366d497c,2017-09-13,105000,1170,1,3,3,6,1,1,1,1,0,1,3,2,3,2,0,2,1,3,2,3,2,0,2,1,157.99,7.142857143,171.4285714,2,4,1,0.333,26.33,0.005128205128,46,0.1304347826,active,passive
M,48,6ef732d213f2406fb1af286e738df9e2,2017-11-26,64000,1096,0,3,3,7,0,0,0,0,0,0,3,3,3,1,1,1,1,3,3,3,1,1,1,1,18.21,6.666666667,160,0,12,1,0,2.6,0.006386861314,35.42857143,0.1975806452,passive,passive
F,68,9145d0827cb14cfb8931c0c270875475,2017-05-23,70000,1283,4,4,4,19,4,4,4,2,2,2,4,4,4,2,2,2,0,4,4,4,2,2,2,0,337.61,9.25,186,25,25,1,1,17.77,0.01480904131,62.14285714,0.3057471264,active,passive
M,58,0d74b166a5e54b269795dbaf38c6dfae,2014-01-07,63000,2515,3,6,6,27,3,3,3,3,1,2,6,5,6,6,3,2,1,6,5,6,6,3,2,1,100.21,7.666666667,164.8,9,29,1,0.5,3.71,0.01073558648,238.1428571,0.1133773245,active,passive
M,75,562479f01f69488bb4e79e3c2937bfa9,2015-09-20,41000,1894,3,6,2,8,3,1,3,3,2,1,6,1,4,6,2,3,1,2,1,2,2,1,1,0,85.14,8.636363636,194.1818182,12,22,0.33,0.5,10.64,0.004223864836,149.4285714,0.05353728489,passive,passive
M,51,050cdb2d5b4b4bb3b1c612e17e0e8c1b,2017-02-19,67000,1376,3,4,4,22,3,3,3,2,2,1,4,4,4,3,3,1,0,4,4,4,3,3,1,0,189.28,7.818181818,146.1818182,18,28,1,0.75,8.6,0.01598837209,75.42857143,0.2916666667,active,passive
M,70,07f1d6d949634863bb93b0e9fd0dc8f0,2017-10-23,36000,1130,0,1,1,3,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,8.85,10,120,0,10,1,0,2.95,0.002654867257,40.28571429,0.07446808511,passive,passive
M,38,4c796b09e5c04b0195036a60ff8f7fb5,2017-09-18,32000,1165,0,4,1,10,0,0,0,0,0,0,4,1,3,3,0,3,1,1,1,1,0,0,0,1,36.02,8,144,0,9,0.25,0,3.6,0.008583690987,45.28571429,0.2208201893,passive,passive
M,71,49a05df13cd3434885c23a4a5115f373,2017-07-20,52000,1225,1,4,3,13,1,1,1,1,0,1,4,3,4,3,1,1,2,3,3,3,2,1,1,1,23.77,3.875,123,3,8,0.75,0.25,1.83,0.0106122449,53.85714286,0.2413793103,passive,passive
M,25,3451f04e7ee5436597ed24c765333699,2015-03-01,42000,2097,0,1,1,9,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,41.67,0,72,0,0,1,0,4.63,0.004291845494,178.4285714,0.05044035228,passive,passive
F,55,9b265daef0cd4839aabee7f4ee851050,2017-06-22,103000,1253,4,6,4,15,4,2,2,4,1,3,6,2,4,6,1,3,2,4,2,4,4,1,1,2,375.85,8.285714286,157.7142857,18,18,0.67,0.667,25.06,0.01197126895,57.85714286,0.2592592593,passive,passive
M,76,9431b531c73f402a810754e48c8eac0e,2018-03-09,33000,993,0,3,2,8,0,0,0,0,0,0,3,2,3,3,1,1,1,2,2,2,2,1,1,0,19.82,8,163.2,0,12,0.67,0,2.48,0.008056394763,20.71428571,0.3862068966,passive,passive
M,45,07455479fc8c4b5aba6c50955a5ca60f,2018-05-14,51000,927,0,4,2,9,0,0,0,0,0,0,4,3,3,2,2,1,1,2,2,2,0,1,0,1,34.1,8.333333333,140,0,25,0.5,0,3.79,0.009708737864,11.28571429,0.7974683544,passive,active
M,37,07223b7cc9d448b196562395c8f8d4c7,2017-12-13,92000,1079,1,2,2,5,1,0,0,1,0,1,2,0,1,2,0,1,1,2,0,1,2,0,1,1,133.22,12,182.4,5,5,1,0.5,26.64,0.004633920297,33,0.1515151515,active,passive
F,34,8f37f5ae5a83466dbb763b7a8afddc8c,2014-07-06,58000,2335,0,4,2,10,0,0,0,0,0,0,4,2,3,4,1,2,1,2,2,2,2,1,1,0,30.21,10,176,0,17,0.5,0,3.02,0.004282655246,212.4285714,0.04707464694,passive,passive
F,56,fb3494aa3dbe452cbe087508eb3dfe5c,2017-10-28,90000,1125,2,5,2,1,2,1,2,1,2,0,5,3,5,3,5,0,0,2,2,2,1,2,0,0,17.57,7.222222222,157.3333333,15,35,0.4,0.4,17.57,0.0008888888889,39.57142857,0.02527075812,passive,passive
M,42,ecde4ed5d52e481dba63bb14d91c7a4d,2017-12-24,35000,1068,0,5,4,7,0,0,0,0,0,0,5,4,5,5,2,2,1,4,4,4,4,2,2,0,17.7,7.111111111,154.6666667,0,20,0.8,0,2.53,0.006554307116,31.42857143,0.2227272727,passive,passive
M,53,585a0bbfeba2460faac73d8e4f98e1a6,2016-09-19,111000,1529,4,6,5,10,4,2,3,4,0,4,6,3,5,5,0,4,2,5,3,5,4,0,3,2,958.47,8.666666667,184,11,11,0.83,0.667,95.85,0.006540222368,97.28571429,0.1027900147,active,passive
M,59,1d81586ec7f64ab7b28e4594030f003e,2016-04-02,73000,1699,5,5,4,11,5,3,5,5,2,3,5,3,5,5,2,3,0,4,3,4,4,1,3,0,255.83,7.571428571,173.1428571,17,17,0.8,1,23.26,0.006474396704,121.5714286,0.09048178613,active,passive
M,23,adee4e7b7dfd4661bd0faa61ed3ad33b,2017-10-28,32000,1125,3,5,4,10,3,1,3,3,2,1,5,3,5,5,4,1,0,4,3,4,4,3,1,0,91.77,9.166666667,140,17,37,0.8,0.6,9.18,0.008888888889,39.57142857,0.2527075812,active,passive
F,68,b0c6b9ecae7f47dc93a44edef68ab1a8,2018-04-09,30000,962,5,6,4,13,5,4,5,3,3,2,6,4,6,4,3,2,1,4,4,4,2,2,2,0,127.19,8.066666667,177.6,30,30,0.67,0.833,9.78,0.01351351351,16.28571429,0.798245614,passive,active
F,51,331cf431a99b4f9c9b4e63fcb3779fd9,2016-08-06,59000,1573,2,4,4,8,2,2,2,2,0,2,4,4,4,2,0,2,2,4,4,4,2,0,2,2,137.5,4.2,129.6,6,6,1,0.5,17.19,0.005085823268,103.5714286,0.07724137931,active,passive
M,25,9a51d710fdda4b4ebba9550dcd15353c,2016-05-28,50000,1643,1,4,3,13,1,0,1,1,0,1,4,1,3,3,1,2,1,3,1,3,2,1,1,1,85.38,8.75,159,2,17,0.75,0.25,6.57,0.007912355447,113.5714286,0.1144654088,passive,passive
M,67,d78e3632979b4a24aab5007c8f1f0b7f,2016-05-29,108000,1642,1,4,3,9,1,0,0,1,0,1,4,0,3,4,2,1,1,3,0,2,3,2,1,0,214.2,10,186,5,15,0.75,0.25,23.8,0.005481120585,113.4285714,0.07934508816,passive,passive
M,64,1a9cc4b4f763429b9cb006bd78cd7a7b,2016-04-22,55000,1679,0,5,3,15,0,0,0,0,0,0,5,4,5,5,3,2,0,3,3,3,3,3,0,0,34.48,8.375,132,0,30,0.6,0,2.3,0.00893388922,118.7142857,0.1263537906,passive,passive
F,58,affa3198865640c59a09d17ece8f3e0e,2016-05-29,94000,1642,3,4,1,6,3,1,3,3,2,1,4,1,4,4,2,1,1,1,1,1,1,1,0,0,178.73,5.625,141,12,12,0.25,0.75,29.79,0.00365408039,113.4285714,0.05289672544,passive,passive
M,57,3dace629913c4771809eea9c48bdc1ec,2013-12-25,65000,2528,1,6,2,12,1,0,1,1,1,0,6,2,5,5,3,3,0,2,2,2,1,2,0,0,40.64,10,165.3333333,5,34,0.33,0.167,3.39,0.004746835443,240,0.05,passive,passive
M,43,9885e229fb8541afb0fb5d4d25eef01f,2017-12-12,75000,1080,0,5,3,6,0,0,0,0,0,0,5,3,4,3,2,1,2,3,3,3,1,2,0,1,18.59,6.25,132,0,20,0.6,0,3.1,0.005555555556,33.14285714,0.1810344828,passive,passive
F,53,79790a9f1dba499e93964e8eeb52fe67,2015-08-04,82000,1941,3,5,5,9,3,2,2,1,2,1,5,4,4,1,2,1,2,5,4,4,1,2,1,2,237.86,9.230769231,155.0769231,25,25,1,0.6,26.43,0.004636785162,156.1428571,0.05763952425,active,passive
M,48,e1cd83dc22ee4807b6d9742634e64792,2015-09-30,97000,1884,2,3,3,9,2,1,2,1,2,0,3,2,3,2,3,0,0,3,2,3,2,3,0,0,209.58,6.875,156,15,20,1,0.667,23.29,0.004777070064,148,0.06081081081,active,passive
F,52,d820adac939d46078131f147d99d3f85,2016-06-13,108000,1627,2,4,3,7,2,2,2,2,1,1,4,3,4,3,1,2,1,3,3,3,2,1,1,1,807.87,7.777777778,154.6666667,12,14,0.75,0.5,115.41,0.00430239705,111.2857143,0.06290115533,passive,passive
M,37,9712488db2cc4669a7b9475a84965596,2018-03-05,41000,997,0,4,3,5,0,0,0,0,0,0,4,3,4,4,1,3,0,3,3,3,3,1,2,0,9.52,8.285714286,154.2857143,0,18,0.75,0,1.9,0.005015045135,21.28571429,0.2348993289,passive,passive
F,69,923ea2708a7b445bb250175067ec6091,2018-05-01,74000,940,0,5,5,0,0,0,0,0,0,0,5,3,5,4,2,1,2,5,3,5,4,2,1,2,0,3.4,124.8,0,13,1,0,0,0,13.14285714,0,passive,passive
M,52,21768fb046e74ad7bd5555e39a850ed2,2017-06-12,44000,1263,2,5,4,13,2,2,2,2,2,0,5,5,5,3,3,0,2,4,4,4,3,3,0,1,151.18,5.909090909,106.9090909,15,25,0.8,0.4,11.63,0.01029295329,59.28571429,0.2192771084,active,passive
M,46,f00e53b5c2e74f4d9d6527cae74dc364,2017-04-04,69000,1332,4,5,5,13,4,4,4,4,1,3,5,5,5,5,2,3,0,5,5,5,5,2,3,0,210.49,8.285714286,181.7142857,12,22,1,0.8,16.19,0.00975975976,69.14285714,0.1880165289,active,passive
F,70,45894d525a1240919347e335d25d76a8,2018-06-03,75000,907,1,4,3,1,1,1,1,1,1,0,4,1,4,4,2,0,2,3,1,3,3,1,0,2,24.78,2.5,114,5,10,0.75,0.25,24.78,0.001102535832,8.428571429,0.1186440678,passive,passive
M,71,39069e7cd52e474d8c97d8162609bca1,2017-12-04,51000,1088,2,6,5,2,2,2,2,1,2,0,6,6,6,4,4,2,0,5,5,5,4,3,2,0,22.47,10,171.6923077,20,44,0.83,0.333,11.24,0.001838235294,34.28571429,0.05833333333,active,passive
M,92,fd64a3758d0b49549df03a5c25ba89c9,2018-01-06,61000,1055,1,5,1,3,1,1,1,1,0,1,5,1,4,5,0,4,1,1,1,1,1,0,1,0,16.83,8.714285714,168,3,12,0.2,0.2,5.61,0.002843601896,29.57142857,0.1014492754,passive,passive
F,50,886a279ebca346daa13bcfd1aa0d8fae,2016-09-13,75000,1535,3,3,2,7,3,3,3,2,1,2,3,3,3,2,1,2,0,2,2,2,2,0,2,0,143.87,8.875,195,15,15,0.67,1,20.55,0.004560260586,98.14285714,0.07132459971,passive,passive
M,63,45c24e5049954c21a4036de66ab1ee24,2014-03-22,52000,2441,2,4,4,17,2,2,2,2,0,2,4,4,4,3,2,2,0,4,4,4,3,2,2,0,48.96,8.1,180,5,20,1,0.5,2.88,0.006964358869,227.5714286,0.07470182046,active,passive
M,50,82ddc1fd11034218843be79a8598816f,2017-10-07,111000,1146,4,5,3,6,4,1,4,4,2,2,5,1,5,5,3,2,0,3,1,3,3,2,1,0,160.83,7.083333333,186,14,19,0.6,0.8,26.81,0.005235602094,42.57142857,0.1409395973,passive,passive
M,55,4e898d4f879740d8a2d630b20f864b16,2017-06-15,71000,1260,4,6,5,5,4,4,4,4,3,1,6,5,6,5,3,1,2,5,5,5,4,3,1,1,95.98,6.4,121.6,28,28,0.83,0.667,19.2,0.003968253968,58.85714286,0.08495145631,active,passive
F,61,bde0a3c05d47454295564f8c9854eca1,2016-06-25,95000,1615,2,3,1,2,2,1,2,2,0,2,3,1,3,3,0,2,1,1,1,1,1,0,1,0,36.27,8.333333333,192,4,4,0.33,0.667,18.13,0.001238390093,109.5714286,0.01825293351,passive,passive
M,70,20b3771f1f144a8d95610a19cd65d8d3,2017-12-31,58000,1061,3,4,4,19,3,3,3,3,2,1,4,4,4,3,3,1,0,4,4,4,3,3,1,0,59.15,6.454545455,141.8181818,13,23,1,0.75,3.11,0.01790763431,30.42857143,0.6244131455,active,active
M,63,0fc796ac46bb4532bf8d4ef0e43851cc,2018-04-03,95000,968,3,4,3,4,3,3,3,3,2,1,4,4,4,3,2,1,1,3,3,3,3,2,1,0,99.6,6.6,129.6,18,18,0.75,0.75,24.9,0.004132231405,17.14285714,0.2333333333,passive,passive
M,70,dc1caa5f072c4f8690b900279e01692d,2017-12-30,87000,1062,1,5,4,3,1,1,1,1,0,1,5,4,5,4,1,2,2,4,4,4,3,1,2,1,56.29,5.4,153.6,2,10,0.8,0.2,18.76,0.002824858757,30.57142857,0.09813084112,active,passive
F,18,0454292436bd4cee98e8ec873e30433e,2015-10-30,62000,1854,3,4,1,8,3,2,3,3,1,2,4,2,4,4,1,2,1,1,1,1,1,0,1,0,139.04,5.625,159,11,11,0.25,0.75,17.38,0.004314994606,143.7142857,0.05566600398,passive,passive
F,88,dcda2764a0754332a449b354e0d3acf8,2018-05-24,51000,917,4,6,4,14,4,3,4,4,0,4,6,4,6,5,0,4,2,4,4,4,3,0,3,1,153.41,7.214285714,180,9,9,0.67,0.667,10.96,0.01526717557,9.857142857,1.420289855,passive,active
M,40,67b51df867b040ba8f97525907a8550c,2018-03-09,30000,993,0,5,4,4,0,0,0,0,0,0,5,3,5,5,2,1,2,4,3,4,4,2,1,1,14.47,5.555555556,138.6666667,0,17,0.8,0,3.62,0.004028197382,20.71428571,0.1931034483,passive,passive
F,54,aadd9336ca464715b8c9632d2cede00b,2016-10-20,62000,1498,3,5,5,11,3,3,3,2,1,2,5,4,5,3,1,2,2,5,4,5,3,1,2,2,179.32,6.923076923,175.3846154,14,14,1,0.6,16.3,0.007343124166,92.85714286,0.1184615385,active,passive
F,60,2d7e19d6760d4f94b6a84ddd487d5dac,2018-04-10,52000,961,1,3,3,3,1,1,1,1,1,0,3,2,2,2,1,1,1,3,2,2,2,1,1,1,39.84,7.857142857,140.5714286,5,10,1,0.333,13.28,0.003121748179,16.14285714,0.185840708,active,passive
M,45,519cffe93312403daa2834c2b9ef92c0,2017-12-23,90000,1069,2,3,3,4,2,0,1,2,0,2,3,1,2,3,0,3,0,3,1,2,3,0,3,0,97.2,13.75,213,7,9,1,0.667,24.3,0.00374181478,31.57142857,0.1266968326,active,passive
M,24,e3534fe180e14735b2199bffefb1887f,2016-04-08,59000,1693,1,4,3,16,1,1,1,1,1,0,4,3,3,3,3,1,0,3,3,3,2,3,0,0,42.37,9.375,147,5,30,0.75,0.25,2.65,0.009450679268,120.7142857,0.1325443787,passive,passive
F,68,345b2431ce28457b97e7492506803d2e,2017-11-04,54000,1118,2,5,5,4,2,1,2,2,1,1,5,2,5,5,2,1,2,5,2,5,5,2,1,2,42.38,4.583333333,124,7,12,1,0.4,10.6,0.003577817531,38.57142857,0.1037037037,active,passive
M,71,07b9aa69f88a493f91add35a5a87d426,2016-12-08,64000,1449,1,3,2,7,1,1,1,1,0,1,3,3,3,1,0,1,2,2,2,2,1,0,1,1,96.81,5,156,2,2,0.67,0.333,13.83,0.004830917874,85.85714286,0.08153078203,passive,passive
M,95,fa34c690dac54c49bee26902101a9961,2017-10-31,87000,1122,3,5,3,7,3,1,2,3,1,2,5,3,4,4,2,2,1,3,3,3,2,2,0,1,163.66,8.636363636,141.8181818,12,22,0.6,0.6,23.38,0.00623885918,39.14285714,0.1788321168,passive,passive
F,70,54d9d921c59540fba0e5aea4b7079da0,2017-12-03,62000,1089,4,6,5,8,4,3,3,3,2,2,6,4,5,4,2,2,2,5,4,5,3,2,1,2,526.57,8.066666667,145.6,28,28,0.83,0.667,65.82,0.007346189164,34.42857143,0.2323651452,active,passive
M,77,4f6aa13b967c4bd9821588923c49bee3,2017-12-13,86000,1079,3,4,3,8,3,2,2,3,1,2,4,3,3,3,1,2,1,3,3,3,2,1,1,1,169.94,7.6,148.8,13,13,0.75,0.75,21.24,0.007414272475,33,0.2424242424,passive,passive
F,49,ae599f5b0693463685dc1a4980cf6489,2015-11-26,62000,1827,4,5,5,11,4,3,4,3,3,1,5,3,4,4,3,2,0,5,3,4,4,3,2,0,184.91,10.35714286,183.4285714,27,32,1,0.8,16.81,0.006020799124,139.8571429,0.07865168539,active,passive
F,43,2556369f205a4df3a98576db534801a9,2017-11-11,57000,1111,1,4,3,2,1,0,1,1,1,0,4,1,2,3,2,2,0,3,1,2,2,2,1,0,32.1,11.875,195,5,25,0.75,0.25,16.05,0.001800180018,37.57142857,0.05323193916,passive,passive
M,57,f87b27581615423f892a6ff0d40fa696,2017-08-11,65000,1203,2,4,4,29,2,2,2,2,0,2,4,3,3,3,1,3,0,4,3,3,3,1,3,0,97.98,12,225.6,4,19,1,0.5,3.38,0.02410640067,50.71428571,0.5718309859,active,active
M,22,2ca7c5c20ba34cedb79bffa170360813,2016-05-31,41000,1640,3,3,2,17,3,2,2,3,1,2,3,2,2,3,1,2,0,2,2,2,2,1,1,0,158.3,10.625,195,12,12,0.67,1,9.31,0.01036585366,113.1428571,0.1502525253,passive,passive
M,76,e3b3486b202c4a399b6b64f2de81f516,2014-08-14,56000,2296,2,6,5,17,2,1,2,2,2,0,6,4,6,4,4,0,2,5,4,5,3,3,0,2,55.23,4.615384615,120,15,25,0.83,0.333,3.25,0.007404181185,206.8571429,0.08218232044,active,passive
F,75,b1c71cebf2884ed28d02549a18f5deb1,2016-03-01,45000,1731,6,6,3,18,6,3,5,6,1,5,6,3,5,6,1,5,0,3,3,3,3,0,3,0,231.19,9.466666667,192,20,20,0.5,1,12.84,0.01039861352,126.1428571,0.1426953567,passive,passive
M,20,2efa56bdd66f404299852e789396daf7,2017-12-04,39000,1088,2,4,3,9,2,2,2,2,1,1,4,3,4,4,2,2,0,3,3,3,3,2,1,0,27.3,7.222222222,165.3333333,7,14,0.75,0.5,3.03,0.008272058824,34.28571429,0.2625,passive,passive
M,60,ca98c3611fb044e581ad34f2b4bcf1f6,2015-09-24,54000,1890,3,5,5,15,3,2,2,3,1,2,5,2,3,5,1,3,1,5,2,3,5,1,3,1,235.53,12.30769231,190.1538462,17,22,1,0.6,15.7,0.007936507937,148.8571429,0.1007677543,active,passive
F,54,e4b82a439eed4edea2cb01bff6e35634,2018-07-10,100000,870,1,4,3,2,1,0,0,1,0,1,4,2,3,3,1,2,1,3,2,3,2,1,1,1,64.13,8.75,180,5,12,0.75,0.25,32.06,0.002298850575,3.142857143,0.6363636364,passive,active
F,64,506dcab40dd749db8d7e87ae35b69412,2018-06-25,59000,885,0,5,4,4,0,0,0,0,0,0,5,3,5,4,1,3,1,4,3,4,3,0,3,1,16.3,5.888888889,146.6666667,0,13,0.8,0,4.08,0.004519774011,5.285714286,0.7567567568,passive,active
F,41,5d5a65281fea4922aba7fbc22dcf4f4b,2015-09-21,87000,1893,3,4,4,11,3,2,3,2,2,1,4,2,4,3,2,1,1,4,2,4,3,2,1,1,257.35,6.818181818,174.5454545,17,17,1,0.75,23.4,0.005810882198,149.2857143,0.07368421053,active,passive
F,55,a5826ada7b5a44e8a99c2345c7abfff6,2017-10-17,75000,1136,0,4,4,1,0,0,0,0,0,0,4,2,4,3,3,1,0,4,2,4,3,3,1,0,16.27,8.75,156,0,27,1,0,16.27,0.0008802816901,41.14285714,0.02430555556,passive,passive
F,75,f03d305dec0648318ab7383e0cd92c00,2017-09-26,81000,1157,2,6,4,1,2,1,2,2,1,1,6,4,6,3,3,1,2,4,2,4,2,3,0,1,36.26,6.25,160,7,27,0.67,0.333,36.26,0.0008643042351,44.14285714,0.02265372168,passive,passive
M,49,3b3ae55adad84178bbce0728975906ac,2018-03-07,31000,995,0,4,2,3,0,0,0,0,0,0,4,2,4,3,1,0,3,2,2,2,1,1,0,1,2.71,3.333333333,96,0,10,0.5,0,0.9,0.003015075377,21,0.1428571429,passive,passive
M,56,4d17f173ee4d460f9e51ecfe83a45f8e,2017-09-09,86000,1174,2,5,2,4,2,1,2,2,1,1,5,1,4,5,2,2,1,2,1,2,2,1,1,0,85.06,7.777777778,192,7,17,0.4,0.4,21.26,0.003407155026,46.57142857,0.08588957055,passive,passive
M,60,4a589fd32b3d4f60905efd0705bc19bd,2018-07-11,50000,869,0,3,2,7,0,0,0,0,0,0,3,2,3,2,0,1,2,2,2,2,1,0,1,1,29.03,4,144,0,2,0.67,0,4.15,0.008055235903,3,2.333333333,passive,active
F,48,e999c4985c4347cdae42c5097959093f,2016-09-09,38000,1539,1,4,2,7,1,0,1,1,0,1,4,2,4,3,1,2,1,2,2,2,1,1,0,1,80.27,7.142857143,126.8571429,2,14,0.5,0.25,11.47,0.004548408057,98.71428571,0.07091172214,passive,passive
M,20,30a5ebaf192842c3a31b8fbb90529ac2,2018-02-03,39000,1027,3,4,4,11,3,3,3,3,1,2,4,3,4,4,2,2,0,4,3,4,4,2,2,0,114.26,8.272727273,174.5454545,15,20,1,0.75,10.39,0.01071080818,25.57142857,0.4301675978,active,passive
M,55,6572b652ace849bf96762f8d7c61edf9,2013-11-04,59000,2579,2,5,5,8,2,2,2,2,2,0,5,3,5,5,3,0,2,5,3,5,5,3,0,2,92.52,4.166666667,112,10,20,1,0.4,11.56,0.003101977511,247.2857143,0.03235124206,active,passive
F,58,601bb5be1d574b91a3672cf11af6236b,2017-12-14,39000,1078,0,4,4,3,0,0,0,0,0,0,4,4,4,2,3,1,0,4,4,4,2,3,1,0,7.23,8.75,174,0,27,1,0,2.41,0.002782931354,32.85714286,0.09130434783,passive,passive
M,36,976bf9ec3fe746819ca6ebba0f8ce261,2015-04-04,31000,2063,1,3,1,15,1,1,1,1,0,1,3,2,3,2,0,2,1,1,1,1,1,0,1,0,51.45,8,192,2,4,0.33,0.333,3.43,0.007270964615,173.5714286,0.08641975309,passive,passive
M,82,87fbf08570954a3bbbfa53062a68d232,2018-02-19,50000,1011,0,6,6,0,0,0,0,0,0,0,6,2,5,5,2,3,1,6,2,5,5,2,3,1,0,9.166666667,160,0,24,1,0,0,0,23.28571429,0,passive,passive
F,33,7dd8cdc6dc4341dd8e66ecf6382fb08f,2014-08-24,67000,2286,1,3,2,12,1,1,1,1,0,1,3,2,3,3,2,1,0,2,2,2,2,1,1,0,31.17,7.666666667,152,3,18,0.67,0.333,2.6,0.005249343832,205.4285714,0.05841446453,passive,passive
M,43,6c9b18ecc7054a3fa2e56d793a09f46b,2016-09-25,40000,1523,4,5,1,19,4,1,4,4,2,2,5,1,5,5,3,2,0,1,1,1,1,0,1,0,60.7,7.5,189.6,14,19,0.2,0.8,3.19,0.01247537754,96.42857143,0.197037037,passive,passive
M,70,f97fd483fae542439aaa7af6fe206b9a,2016-03-12,50000,1720,2,4,4,3,2,2,2,2,1,1,4,2,3,4,1,2,1,4,2,3,4,1,2,1,33.31,7.6,153.6,8,13,1,0.5,11.1,0.001744186047,124.5714286,0.02408256881,active,passive
F,19,707751baa4864f26b172acd343e19f87,2015-06-07,61000,1999,3,4,2,11,3,1,1,3,0,3,4,2,2,4,1,3,0,2,2,2,2,1,1,0,54.34,14.44444444,213.3333333,12,22,0.5,0.75,4.94,0.005502751376,164.4285714,0.06689834926,passive,passive
F,56,b55a1130d50040a3841aec397b86b80e,2016-02-06,66000,1755,2,3,3,10,2,2,2,2,0,2,3,3,3,2,0,2,1,3,3,3,2,0,2,1,136.33,6.375,171,5,5,1,0.667,13.63,0.005698005698,129.5714286,0.07717750827,active,passive
F,57,c0ea5dc54b104770b6705ced86f3c1ae,2016-07-27,52000,1583,4,6,5,4,4,3,4,3,3,1,6,4,5,4,3,2,1,5,3,4,4,3,2,0,52.07,9.666666667,176,27,32,0.83,0.667,13.02,0.002526847757,105,0.0380952381,active,passive
F,67,23dfcdb8237347dca870bf78d7fa823c,2017-01-09,86000,1417,3,3,3,11,3,2,3,3,3,0,3,2,3,3,3,0,0,3,2,3,3,3,0,0,1058.24,8.333333333,136,25,25,1,1,96.2,0.007762879323,81.28571429,0.1353251318,active,passive
M,67,3c8b13e129d44befaf5ca29994a484c5,2018-02-13,39000,1017,3,6,2,4,3,2,3,3,1,2,6,5,6,5,3,2,1,2,2,2,2,0,2,0,46.08,5.636363636,150.5454545,11,21,0.33,0.5,11.52,0.003933136676,24.14285714,0.1656804734,passive,passive
M,53,8570f31ec1734e9ebd87e8c268e5d3f3,2015-11-21,34000,1832,3,5,4,16,3,1,3,2,1,2,5,2,5,3,1,2,2,4,2,4,2,1,2,1,138.98,7.5,146,14,14,0.8,0.6,8.69,0.008733624454,140.5714286,0.1138211382,active,passive
F,68,3e83066be8ad466c9e8a8ca4476e9a52,2016-12-31,114000,1426,3,4,4,7,3,2,3,2,2,1,4,3,4,2,2,1,1,4,3,4,2,2,1,1,190.97,6.818181818,137.4545455,17,17,1,0.75,27.28,0.004908835905,82.57142857,0.08477508651,active,passive
M,32,ad54cb419a164428abe1f04397b328d9,2017-10-04,56000,1149,0,4,2,5,0,0,0,0,0,0,4,2,4,3,2,0,2,2,2,2,1,1,0,1,8.66,4.166666667,108,0,15,0.5,0,1.73,0.004351610096,43,0.1162790698,passive,passive
M,50,f37d9566b54547d8bdc64cc949ddab90,2017-09-27,71000,1156,5,5,4,9,5,3,5,5,2,3,5,3,5,5,2,3,0,4,3,4,4,1,3,0,188.49,8.642857143,173.1428571,22,22,0.8,1,20.94,0.007785467128,44,0.2045454545,active,passive
M,61,96f4a6b464674fb78d5af0b813859240,2017-10-14,45000,1139,0,5,5,6,0,0,0,0,0,0,5,4,4,4,2,2,1,5,4,4,4,2,2,1,22.63,7.4,144,0,18,1,0,3.77,0.005267778753,41.57142857,0.1443298969,passive,passive
M,76,31354ecceecf4db08643385734a2b4aa,2017-08-21,55000,1193,2,4,3,4,2,1,2,2,2,0,4,2,4,4,2,1,1,3,2,3,3,1,1,1,122.58,4.333333333,136,10,13,0.75,0.5,30.64,0.003352891869,49.28571429,0.08115942029,passive,passive
